"id","natemis_number","name","natemis_quintile","natemis_province_id"
200500828,200500828,"MZIMHLOPHE PRIMARY SCHOOL","Q1","base.state_za_ec"
200500829,200500829,"MZINTO PRIMARY SCHOOL","Q2","base.state_za_ec"
200500830,200500830,"MZIZANGWA JUNIOR SECONDARY SCHOOL","Q2","base.state_za_ec"
200500832,200500832,"MZONGWANA JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500833,200500833,"MZONTSUNDU JUNIOR PRIMARY SCHOOL","Q1","base.state_za_ec"
200500834,200500834,"MZUZILE SENIOR PRIMARY SCHOOL","Q1","base.state_za_ec"
200500835,200500835,"MZWAKAZI JUNIOR SECONDARY SCHOOL","Q3","base.state_za_ec"
200500837,200500837,"NALEDI JUNIOR SECONDARY SCHOOL","Q2","base.state_za_ec"
200500840,200500840,"NATLANE SEKONYELA SENIOR PRIMARY SCHOOL","Q1","base.state_za_ec"
200500841,200500841,"NAZARETH SENIOR PRIMARY SCHOOL","Q1","base.state_za_ec"
200500843,200500843,"NCAPAI JUNIOR SECONDARY SCHOOL","Q2","base.state_za_ec"
200500844,200500844,"NCENJANE  PRIMARY SCHOOL","Q1","base.state_za_ec"
200500845,200500845,"NCINIBA JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500846,200500846,"NCOME JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500848,200500848,"NCUMBE JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500849,200500849,"NCURA  SECONDARY SCHOOL","Q1","base.state_za_ec"
200500850,200500850,"NDABANKULU JUNIOR SECONDARY SCHOOL","Q2","base.state_za_ec"
200500851,200500851,"NDAKANA SENIOR PRIMARY SCHOOL","Q1","base.state_za_ec"
200500852,200500852,"NDAKENI JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500853,200500853,"NDAKENI JUNIOR SECONDARY SCHOOL","Q2","base.state_za_ec"
200500854,200500854,"NDALISO SENIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500855,200500855,"NDARALA JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500856,200500856,"NDAYINI  PRIMARY SCHOOL","Q1","base.state_za_ec"
200500857,200500857,"NDAYINI JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500858,200500858,"NDILE JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500859,200500859,"NDINDINDI JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500860,200500860,"NDINOMNTU  PRIMARY SCHOOL","Q1","base.state_za_ec"
200500861,200500861,"NDLANTAKA JUNIOR SECONDARY SCHOOL","Q2","base.state_za_ec"
200500862,200500862,"NDLOVIMILE  PRIMARY SCHOOL","Q1","base.state_za_ec"
200500864,200500864,"NDUMNDUM PRIMARY SCHOOL","Q1","base.state_za_ec"
200500865,200500865,"NDUNGE JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500866,200500866,"NDWALANE SENIOR PRIMARY SCHOOL","Q1","base.state_za_ec"
200500867,200500867,"NDWANA JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500868,200500868,"NDZONDWENI JUNIOR PRIMARY SCHOOL","Q1","base.state_za_ec"
200500869,200500869,"NDZONGISENI JUNIOR SECONDARY SCHOOL","Q2","base.state_za_ec"
200500870,200500870,"NELSON SIGCAU JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500871,200500871,"NGALONKULU  SECONDARY SCHOOL","Q1","base.state_za_ec"
200500873,200500873,"NGCABHELA JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500874,200500874,"NGCAKA JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500875,200500875,"ZITHOBILE SENIOR PRIMARY SCHOOL","Q1","base.state_za_ec"
200500876,200500876,"TYELIMHLOPHE AGRICULTURAL SCHOOL","Q1","base.state_za_ec"
200500877,200500877,"NGCUNGENI JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500879,200500879,"NGELE PRIMARY SCHOOL","Q1","base.state_za_ec"
200500880,200500880,"NGIBE SENIOR PRIMARY SCHOOL","Q1","base.state_za_ec"
200500881,200500881,"NGOBOZANA JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500882,200500882,"NGOJANE  PRIMARY SCHOOL","Q1","base.state_za_ec"
200500883,200500883,"NGOLILOE JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500884,200500884,"NGONYAMENI SENIOR PRIMARY SCHOOL","Q1","base.state_za_ec"
200500885,200500885,"NGOZI SENIOR PRIMARY SCHOOL","Q1","base.state_za_ec"
200500886,200500886,"NGQANE JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500887,200500887,"NGQINIBENI JUNIOR SECONDARY SCHOOL","Q3","base.state_za_ec"
200500888,200500888,"NGQONGO PRIMARY SCHOOL","Q1","base.state_za_ec"
200500889,200500889,"NGQONGWENI  PRIMARY SCHOOL","Q2","base.state_za_ec"
200500891,200500891,"NGQWASHU JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500892,200500892,"NGUBELANGA JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500893,200500893,"NGUSE JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500895,200500895,"NGWAYIBANJWA PRIMARY SCHOOL","Q1","base.state_za_ec"
200500896,200500896,"NGWEGWENI JUNIOR SECONDARY SCHOOL","Q2","base.state_za_ec"
200500897,200500897,"NGWEKAZI SENIOR SECONDARY SCHOOL","Q2","base.state_za_ec"
200500898,200500898,"NGWENYENI JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500899,200500899,"NGXAMBANE JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500900,200500900,"NIYONA PRIMARY SCHOOL","Q1","base.state_za_ec"
200500901,200500901,"NJIJINI PRIMARY SCHOOL","Q1","base.state_za_ec"
200500902,200500902,"NJOMBELA JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500903,200500903,"NKALWENI PRIMARY SCHOOL","Q2","base.state_za_ec"
200500904,200500904,"NKAMANI'S SENIOR PRIMARY SCHOOL","Q1","base.state_za_ec"
200500905,200500905,"MKAMBATI  PRIMARY SCHOOL","Q1","base.state_za_ec"
200500906,200500906,"NKANJI PRIMARY SCHOOL","Q2","base.state_za_ec"
200500907,200500907,"NKASELE PRIMARY SCHOOL","Q3","base.state_za_ec"
200500908,200500908,"NKAU JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500910,200500910,"NKODUSWENI JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500911,200500911,"NKOSIBOMVU PRIMARY SCHOOL","Q2","base.state_za_ec"
200500912,200500912,"NKOZO JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500913,200500913,"NKQUBELA JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500914,200500914,"NKULISA JUNIOR PRIMARY SCHOOL","Q3","base.state_za_ec"
200500915,200500915,"NKUNDLA  PRIMARY SCHOOL","Q1","base.state_za_ec"
200500916,200500916,"NKUNGWINI JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500919,200500919,"NOBAMBA  PRIMARY SCHOOL","Q1","base.state_za_ec"
200500921,200500921,"NOBUSA JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500922,200500922,"NOKATSHILE PRIMARY SCHOOL","Q1","base.state_za_ec"
200500925,200500925,"NOLUTHANDO SENIOR PRIMARY SCHOOL","Q2","base.state_za_ec"
200500927,200500927,"NOMATHEMBA JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500930,200500930,"NOMKOLOKOTO JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500932,200500932,"NOMVALO JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500933,200500933,"NOMZAMO JUNIOR SECONDARY SCHOOL","Q3","base.state_za_ec"
200500935,200500935,"NONGEKE  SECONDARY SCHOOL","Q1","base.state_za_ec"
200500936,200500936,"NONJONJO SENIOR PRIMARY SCHOOL","Q1","base.state_za_ec"
200500937,200500937,"NONKONYANA JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500938,200500938,"NONKQUBELA PRIMARY SCHOOL","Q2","base.state_za_ec"
200500939,200500939,"NONKQUBELA  SECONDARY SCHOOL","Q2","base.state_za_ec"
200500940,200500940,"NONTLANGA JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500941,200500941,"NOQHEKWANA JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500942,200500942,"NORATSHAZA JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500943,200500943,"NOWALALA HIGH SCHOOL","Q1","base.state_za_ec"
200500944,200500944,"NOZAYI SENIOR PRIMARY SCHOOL","Q1","base.state_za_ec"
200500945,200500945,"NOBUHLALI SIGCAU JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500946,200500946,"NQABENI PRIMARY SCHOOL","Q2","base.state_za_ec"
200500947,200500947,"NQABENI SENIOR PRIMARY SCHOOL","Q1","base.state_za_ec"
200500948,200500948,"NQALO PRIMARY SCHOOL","Q1","base.state_za_ec"
200500949,200500949,"NGQWABENI JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500950,200500950,"NTABANKULU JUNIOR SECONDARY SCHOOL","Q3","base.state_za_ec"
200500951,200500951,"NTABANKULU SENIOR SECONDARY SCHOOL","Q3","base.state_za_ec"
200500952,200500952,"NTABAZIJONGENE PRIMARY SCHOOL","Q2","base.state_za_ec"
200500953,200500953,"NTABENI PRIMARY SCHOOL","Q1","base.state_za_ec"
200500954,200500954,"NTABEZULU  SECONDARY SCHOOL","Q1","base.state_za_ec"
200500955,200500955,"NTABEZWE JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500956,200500956,"NTAFUFU JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500957,200500957,"NTAFUFU SENIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500958,200500958,"NTIBANE JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500960,200500960,"NTLAKWE SENIOR SECONDARY SCHOOL","Q2","base.state_za_ec"
200500961,200500961,"NTLALONTSHA JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500963,200500963,"NTLAMVUKAZI JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500964,200500964,"NTLAMVUKAZI SENIOR PRIMARY SCHOOL","Q1","base.state_za_ec"
200500965,200500965,"NTLANGANO JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500966,200500966,"NTLAVINI PRIMARY SCHOOL","Q2","base.state_za_ec"
200500967,200500967,"NTLENGA JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500968,200500968,"NTLOLA PRIMARY SCHOOL","Q1","base.state_za_ec"
200500969,200500969,"NTLOZELO JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500970,200500970,"NTOKO PRIMARY SCHOOL","Q1","base.state_za_ec"
200500971,200500971,"NTOLA  PRIMARY SCHOOL","Q1","base.state_za_ec"
200500972,200500972,"NTONTELA JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500974,200500974,"NTSHAMANZI PRIMARY SCHOOL","Q2","base.state_za_ec"
200500975,200500975,"NTSHANGASE  PRIMARY SCHOOL","Q1","base.state_za_ec"
200500976,200500976,"NTSHELENI SENIOR PRIMARY SCHOOL","Q1","base.state_za_ec"
200500977,200500977,"NTSHENTSHE JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500979,200500979,"NTSIKAYEZWE SENIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500980,200500980,"NTSIMBINI JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500982,200500982,"NTSINTSANA JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500983,200500983,"NTSIZWA JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500984,200500984,"NTSIZWA SENIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500985,200500985,"NTUKAYI  SECONDARY SCHOOL","Q1","base.state_za_ec"
200500986,200500986,"NTUTA JUNIOR SECONDARY SCHOOL","Q2","base.state_za_ec"
200500987,200500987,"HLANGANISA JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500989,200500989,"NYANDA DIKO PRIMARY SCHOOL","Q1","base.state_za_ec"
200500990,200500990,"NYANISO SENIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500991,200500991,"NYATHINI SENIOR PRIMARY SCHOOL","Q2","base.state_za_ec"
200500992,200500992,"NYAZI JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500994,200500994,"NYOSANA JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500995,200500995,"NYOSINI PRIMARY SCHOOL","Q2","base.state_za_ec"
200500997,200500997,"NZAKA JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200500998,200500998,"OLIVER TAMBO TECHNICAL HIGH SCHOOL","Q1","base.state_za_ec"
200500999,200500999,"ONGELUK'S NEK PRIMARY SCHOOL","Q1","base.state_za_ec"
200501000,200501000,"OSBORN PRIMARY SCHOOL","Q2","base.state_za_ec"
200501001,200501001,"OSBORN SENIOR SECONDARY SCHOOL","Q2","base.state_za_ec"
200501002,200501002,"OUTSPAN PRIMARY SCHOOL","Q2","base.state_za_ec"
200501003,200501003,"PABALLONG PRIMARY SCHOOL","Q1","base.state_za_ec"
200501004,200501004,"PAKAMANI JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200501005,200501005,"PALMERTON JUNIOR SECONDARY SCHOOL","Q2","base.state_za_ec"
200501006,200501006,"PALMERTON HIGH SCHOOL","Q2","base.state_za_ec"
200501007,200501007,"PAMLAVILLE PRIMARY SCHOOL","Q1","base.state_za_ec"
200501008,200501008,"PANGISA JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200501009,200501009,"PATEKILE PRIMARY SCHOOL","Q1","base.state_za_ec"
200501011,200501011,"PELE-PELE  PRIMARY SCHOOL","Q1","base.state_za_ec"
200501012,200501012,"PEPENI PRIMARY SCHOOL","Q2","base.state_za_ec"
200501014,200501014,"PHAHAMANG JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200501015,200501015,"MOOROSI AGRICULTURAL SCHOOL","Q1","base.state_za_ec"
200501016,200501016,"PHALLANG PRIMARY SCHOOL","Q1","base.state_za_ec"
200501017,200501017,"PHAMBILI SENIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200501018,200501018,"PHAMOTSE JUNIOR SECONDARY SCHOOL","Q2","base.state_za_ec"
200501019,200501019,"PHANDAPHANTSI JUNIOR PRIMARY SCHOOL","Q1","base.state_za_ec"
200501020,200501020,"PHAPHAMA SENIOR PRIMARY SCHOOL","Q1","base.state_za_ec"
200501021,200501021,"PHARAMAKHULO SENIOR PRIMARY SCHOOL","Q1","base.state_za_ec"
200501022,200501022,"PHIRINTSU JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200501023,200501023,"PHUTHALICHABA SENIOR SECONDARY SCHOOL","Q2","base.state_za_ec"
200501024,200501024,"PHUTHING SENIOR PRIMARY SCHOOL","Q1","base.state_za_ec"
200501025,200501025,"PLANGENI JUNIOR SECONDARY SCHOOL","Q3","base.state_za_ec"
200501027,200501027,"POLILE PRIMARY SCHOOL","Q2","base.state_za_ec"
200501028,200501028,"POLOKOE JUNIOR PRIMARY SCHOOL","Q1","base.state_za_ec"
200501029,200501029,"POLOKONG PRIMARY SCHOOL","Q2","base.state_za_ec"
200501030,200501030,"PONDOMISE RIDGE PRIMARY SCHOOL","Q1","base.state_za_ec"
200501031,200501031,"PONTSENG JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200501032,200501032,"POPOPO PRIMARY SCHOOL","Q1","base.state_za_ec"
200501034,200501034,"PROSPECT PRIMARY SCHOOL","Q2","base.state_za_ec"
200501036,200501036,"QADU  SECONDARY SCHOOL","Q1","base.state_za_ec"
200501037,200501037,"QADU JUNIOR PRIMARY SCHOOL","Q2","base.state_za_ec"
200501038,200501038,"QAIZANA PRIMARY SCHOOL","Q1","base.state_za_ec"
200501039,200501039,"QAKATISA JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200501040,200501040,"QAMANGWENI JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200501041,200501041,"QANDASHE JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200501042,200501042,"QANQU JUNIOR SECONDARY SCHOOL","Q2","base.state_za_ec"
200501043,200501043,"MAMJOLI SIGCAU JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200501044,200501044,"QEBEDU JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200501045,200501045,"QHIPHU SENIOR PRIMARY SCHOOL","Q1","base.state_za_ec"
200501046,200501046,"QHOBOSHEANENG PRIMARY SCHOOL","Q1","base.state_za_ec"
200501047,200501047,"QOBO  SECONDARY SCHOOL","Q1","base.state_za_ec"
200501049,200501049,"QOQA PRIMARY SCHOOL","Q2","base.state_za_ec"
200501050,200501050,"QUEENS MERCY JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200501051,200501051,"QUKANCA JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200501052,200501052,"QUMRA PRIMARY SCHOOL","Q3","base.state_za_ec"
200501053,200501053,"QUNGEBE  PRIMARY SCHOOL","Q1","base.state_za_ec"
200501054,200501054,"QUNUBENI JUNIOR PRIMARY SCHOOL","Q2","base.state_za_ec"
200501055,200501055,"QWIDLANA JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200501056,200501056,"R V MANTSHULE PRIMARY SCHOOL","Q1","base.state_za_ec"
200501057,200501057,"RALEBITSO SENIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200501058,200501058,"RAMAFOLE SENIOR SECONDARY SCHOOL","Q2","base.state_za_ec"
200501059,200501059,"RAMOHLAKOANA JUNIOR SECONDARY SCHOOL","Q3","base.state_za_ec"
200501060,200501060,"RAVENSCROFT JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200501062,200501062,"RED HILL JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200501067,200501067,"ROCHDALE JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200501068,200501068,"ROCKVILLE  PRIMARY SCHOOL","Q1","base.state_za_ec"
200501069,200501069,"RODE PRIMARY SCHOOL","Q2","base.state_za_ec"
200501070,200501070,"RODE SENIOR SECONDARY SCHOOL","Q2","base.state_za_ec"
200501071,200501071,"RWANTSANA JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200501072,200501072,"SACRED HEART JUNIOR SECONDARY SCHOOL","Q3","base.state_za_ec"
200501073,200501073,"SAHLULO PRIMARY SCHOOL","Q1","base.state_za_ec"
200501074,200501074,"SAHLULO JUNIOR SECONDARY SCHOOL","Q2","base.state_za_ec"
200501076,200501076,"SAMARIA JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200501078,200501078,"SANDLULUBE PRIMARY SCHOOL","Q1","base.state_za_ec"
200501079,200501079,"SANGONI SENIOR SECONDARY SCHOOL","Q2","base.state_za_ec"
200501080,200501080,"SANTOMBE SENIOR PRIMARY SCHOOL","Q3","base.state_za_ec"
200501081,200501081,"SAPUKANDUKU JUNIOR SECONDARY SCHOOL","Q2","base.state_za_ec"
200501082,200501082,"SAPUKANDUKU SENIOR SECONDARY SCHOOL","Q2","base.state_za_ec"
200501083,200501083,"SEKHUTLONG SENIOR PRIMARY SCHOOL","Q2","base.state_za_ec"
200501084,200501084,"JABAVU SENIOR PRIMARY SCHOOL","Q1","base.state_za_ec"
200501085,200501085,"SEMENI JUNIOR SECONDARY SCHOOL","Q2","base.state_za_ec"
200501086,200501086,"SEMONKONG PRIMARY SCHOOL","Q1","base.state_za_ec"
200501087,200501087,"SENYUKELE SENIOR SECONDARY SCHOOL","Q2","base.state_za_ec"
200501088,200501088,"SEQHOBONG JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200501089,200501089,"SETAKA JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200501090,200501090,"SHUKUMA SENIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200501091,200501091,"LA-GRANGE SENIOR SECONDARY SCHOOL","Q2","base.state_za_ec"
200501092,200501092,"SIBONGILE PRIMARY SCHOOL","Q2","base.state_za_ec"
200501094,200501094,"SICHWE JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200501095,200501095,"SIDAKENI JUNIOR SECONDARY SCHOOL","Q2","base.state_za_ec"
200501096,200501096,"SIDAKENI PRIMARY SCHOOL","Q1","base.state_za_ec"
200501097,200501097,"SIDANGA PRIMARY SCHOOL","Q1","base.state_za_ec"
200501098,200501098,"SIDINANE SENIOR SECONDARY SCHOOL","Q2","base.state_za_ec"
200501099,200501099,"SIFOLWENI SENIOR PRIMARY SCHOOL","Q1","base.state_za_ec"
200501100,200501100,"SIGAGANE PRIMARY SCHOOL","Q3","base.state_za_ec"
200501101,200501101,"SIGCAU PRACTISING SCHOOL","Q1","base.state_za_ec"
200501102,200501102,"SIHLAHLENI PRIMARY SCHOOL","Q1","base.state_za_ec"
200501103,200501103,"SIJADU  PRIMARY SCHOOL","Q1","base.state_za_ec"
200501104,200501104,"SIJIKA SENIOR PRIMARY SCHOOL","Q3","base.state_za_ec"
200501105,200501105,"SIJOKA PRIMARY SCHOOL","Q2","base.state_za_ec"
200501106,200501106,"SIKHEMANE JUNIOR SECONDARY SCHOOL","Q2","base.state_za_ec"
200501108,200501108,"SILANGWE  PRIMARY SCHOOL","Q1","base.state_za_ec"
200501109,200501109,"SILASVILLE SENIOR PRIMARY SCHOOL","Q1","base.state_za_ec"
200501110,200501110,"SILINDINI SENIOR PRIMARY SCHOOL","Q1","base.state_za_ec"
200501111,200501111,"SIMEKWENI PRIMARY SCHOOL","Q3","base.state_za_ec"
200501112,200501112,"SINGEMBENI SENIOR PRIMARY SCHOOL","Q1","base.state_za_ec"
200501115,200501115,"SIPEPETO PRIMARY SCHOOL","Q1","base.state_za_ec"
200501116,200501116,"SIPETU JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200501117,200501117,"SIPHOLA JUNIOR PRIMARY SCHOOL","Q1","base.state_za_ec"
200501118,200501118,"SIPOLWENI PRIMARY SCHOOL","Q2","base.state_za_ec"
200501119,200501119,"SIQHINGENI PRIMARY SCHOOL","Q2","base.state_za_ec"
200501120,200501120,"SIRHOQOBENI JUNIOR SECONDARY SCHOOL","Q2","base.state_za_ec"
200501121,200501121,"SIRHUDLWINI PRIMARY SCHOOL","Q1","base.state_za_ec"
200501122,200501122,"SITHINTENI SENIOR PRIMARY SCHOOL","Q2","base.state_za_ec"
200501123,200501123,"SITHUKUTHEZI  SECONDARY SCHOOL","Q1","base.state_za_ec"
200501124,200501124,"SITIYWENI PRIMARY SCHOOL","Q1","base.state_za_ec"
200501125,200501125,"SIVUKILE SENIOR PRIMARY SCHOOL","Q1","base.state_za_ec"
200501126,200501126,"SIWALI JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200501127,200501127,"SIWALI SENIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200501129,200501129,"SIYAYA JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200501130,200501130,"SIYAZAMA JUNIOR PRIMARY SCHOOL","Q2","base.state_za_ec"
200501131,200501131,"SIYOYO JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200501133,200501133,"SIZWE JUNIOR PRIMARY SCHOOL","Q3","base.state_za_ec"
200501134,200501134,"SKETLANE JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200501135,200501135,"SOBABA SECONDARY SCHOOL","Q1","base.state_za_ec"
200501136,200501136,"SOBHEDE PRIMARY SCHOOL","Q2","base.state_za_ec"
200501137,200501137,"SODLADLA PRIMARY SCHOOL","Q1","base.state_za_ec"
200501139,200501139,"SOLOMON GAGANE SENIOR PRIMARY SCHOOL","Q1","base.state_za_ec"
200501140,200501140,"SOLOMZI JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200501141,200501141,"SOMTSEU  PRIMARY SCHOOL","Q1","base.state_za_ec"
200501142,200501142,"SONDABA SENIOR PRIMARY SCHOOL","Q2","base.state_za_ec"
200501143,200501143,"SONQISHE SENIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200501144,200501144,"SONTSELE PRIMARY SCHOOL","Q1","base.state_za_ec"
200501146,200501146,"SPRINGSIDE JUNIOR SECONDARY SCHOOL","Q2","base.state_za_ec"
200501149,200501149,"ST ANDREWS JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200501154,200501154,"ST DENIS JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200501157,200501157,"ST GEORGES  SENIOR SECONDARY SCHOOL","Q3","base.state_za_ec"
200501158,200501158,"ST MARGARET JUNIOR PRIMARY SCHOOL","Q2","base.state_za_ec"
200501159,200501159,"ST MARGARET SENIOR SECONDARY SCHOOL","Q2","base.state_za_ec"
200501160,200501160,"ST MARKS PRIMARY SCHOOL","Q1","base.state_za_ec"
200501161,200501161,"ST MATTHEWS JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200501162,200501162,"ST MATTHEWS JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200501166,200501166,"ST PETERS JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200501167,200501167,"ST THOMAS JUNIOR SECONDARY SCHOOL","Q2","base.state_za_ec"
200501168,200501168,"STANFORD  PRIMARY SCHOOL","Q1","base.state_za_ec"
200501171,200501171,"SUKUDE SENIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200501173,200501173,"SUNRISE JUNIOR PRIMARY SCHOOL","Q1","base.state_za_ec"
200501174,200501174,"SWANE JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200501175,200501175,"SWANE RIDGE  PRIMARY SCHOOL","Q1","base.state_za_ec"
200501177,200501177,"TALENI SENIOR PRIMARY SCHOOL","Q1","base.state_za_ec"
200501179,200501179,"TANDABANTU  PRIMARY SCHOOL","Q2","base.state_za_ec"
200501180,200501180,"TANDIZULU JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200501181,200501181,"TAUKA JUNIOR SECONDARY SCHOOL","Q2","base.state_za_ec"
200501183,200501183,"TELA PRIMARY SCHOOL","Q3","base.state_za_ec"
200501184,200501184,"TEMBELITSHA JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200501185,200501185,"TEMBENI SENIOR PRIMARY SCHOOL","Q2","base.state_za_ec"
200501186,200501186,"TEMBISA JUNIOR SECONDARY SCHOOL","Q2","base.state_za_ec"
200501187,200501187,"TEMBUKAZI JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200501189,200501189,"THABA-CHICHA PRIMARY SCHOOL","Q1","base.state_za_ec"
200501190,200501190,"THABA-KHUBELU SENIOR PRIMARY SCHOOL","Q1","base.state_za_ec"
200501191,200501191,"THABANG JUNIOR PRIMARY SCHOOL","Q2","base.state_za_ec"
200501192,200501192,"THABATHA PRIMARY SCHOOL","Q2","base.state_za_ec"
200501193,200501193,"THABAZI JUNIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
200501194,200501194,"THAKABANNA SENIOR SECONDARY SCHOOL","Q1","base.state_za_ec"
