"id","natemis_number","name","natemis_quintile","natemis_province_id"
908110020,908110020,"BAITSWE","Q2","base.state_za_lp"
908110198,908110198,"HOERSKOOL ELLISRAS","Q5","base.state_za_lp"
908110334,908110334,"BOSVELD","Q5","base.state_za_lp"
908110341,908110341,"LAERSKOOL ELLISRAS","Q5","base.state_za_lp"
908110389,908110389,"LEREKHURENG","Q1","base.state_za_lp"
908110761,908110761,"MOTLHASEDI","Q2","base.state_za_lp"
908110822,908110822,"NELSONSKOP","Q1","base.state_za_lp"
908110860,908110860,"PHEGELELO","Q1","base.state_za_lp"
908111528,908111528,"IKITSENG","Q2","base.state_za_lp"
908111535,908111535,"RABODITSE","Q2","base.state_za_lp"
908123022,908123022,"KINGS COLLEGE","N/A","base.state_za_lp"
908521262,908521262,"PIPA","Q1","base.state_za_lp"
909130109,909130109,"CHROME MINE","Q1","base.state_za_lp"
909130154,909130154,"DEO GLORIA","Q1","base.state_za_lp"
909130291,909130291,"HEUNINGVLEI","Q1","base.state_za_lp"
909130369,909130369,"ISTORES","Q1","base.state_za_lp"
909130406,909130406,"KESARONA","Q1","base.state_za_lp"
909130475,909130475,"KRAUSE","Q1","base.state_za_lp"
909130512,909130512,"LAERSKOOL DWAALBOOM","Q1","base.state_za_lp"
909130536,909130536,"LAERSKOOL KOEDOESKOP","Q5","base.state_za_lp"
909130543,909130543,"LAERSKOOL NORTHAM","Q5","base.state_za_lp"
909130598,909130598,"LAERSKOOL VAN WYKSKRAAL","Q5","base.state_za_lp"
909131164,909131164,"NALETSANA","Q1","base.state_za_lp"
909131317,909131317,"LAERSKOOL PLATINA","Q5","base.state_za_lp"
909131324,909131324,"RABUGALE","Q1","base.state_za_lp"
909131423,909131423,"REENPAN","Q1","base.state_za_lp"
909131539,909131539,"SEKGWENG","Q1","base.state_za_lp"
909131699,909131699,"THEKGANANG TECHNICAL","Q1","base.state_za_lp"
909131782,909131782,"VAALPENSKRAAL","Q1","base.state_za_lp"
909131997,909131997,"HOERSKOOL FRIKKIE MEYER","Q5","base.state_za_lp"
909132006,909132006,"MABOGOPEDI","Q1","base.state_za_lp"
909132013,909132013,"YSTERBERG","Q1","base.state_za_lp"
909132044,909132044,"GROENVLEI","Q1","base.state_za_lp"
909132235,909132235,"LAERSKOOL THABAZIMBI","Q5","base.state_za_lp"
909138222,909138222,"MODIMOLLE  -1","Q3","base.state_za_lp"
910130048,910130048,"BELA-BELA","Q3","base.state_za_lp"
910130055,910130055,"BLAAUWBOSCHKUIL","Q1","base.state_za_lp"
910130314,910130314,"HLEKETANI","Q3","base.state_za_lp"
910130338,910130338,"HOERSKOOL WARMBAD","Q5","base.state_za_lp"
910130420,910130420,"KHABELE","Q3","base.state_za_lp"
910130604,910130604,"LAERSKOOL WARMBAD","Q5","base.state_za_lp"
910130635,910130635,"LAERSKOOL LEEUPOORT","Q1","base.state_za_lp"
910130673,910130673,"LORD MILNER","Q5","base.state_za_lp"
910130765,910130765,"MALEBONE","Q1","base.state_za_lp"
910130789,910130789,"MAOPE","Q3","base.state_za_lp"
910130901,910130901,"MMAMAKWA","Q3","base.state_za_lp"
910130918,910130918,"MMAMPATILE","Q3","base.state_za_lp"
910130932,910130932,"MODDERSPRUIT","Q1","base.state_za_lp"
910131294,910131294,"PIENAARSRIVIER","Q2","base.state_za_lp"
910131348,910131348,"RAELENG","Q3","base.state_za_lp"
910131461,910131461,"RHENOSTERKLOOF","Q2","base.state_za_lp"
910131560,910131560,"SETTLERS AGRICULTURAL","Q5","base.state_za_lp"
910131645,910131645,"THABAKHIBIDU","Q2","base.state_za_lp"
910131775,910131775,"ULANDO","Q1","base.state_za_lp"
910131805,910131805,"SPA PARK","Q3","base.state_za_lp"
910132099,910132099,"JINNAH PARK","Q3","base.state_za_lp"
910132379,910132379,"MAOKENG","Q3","base.state_za_lp"
910133033,910133033,"NORTHAM COMPREHENSIVE","Q1","base.state_za_lp"
910133078,910133078,"MOKOLO","Q1","base.state_za_lp"
910133089,910133089,"EDEN CHRISTIAN","N/A","base.state_za_lp"
910651880,910651880,"NYAANE","Q1","base.state_za_lp"
911320094,911320094,"DZWERANI","Q2","base.state_za_lp"
911320896,911320896,"HASANI","Q1","base.state_za_lp"
911320971,911320971,"MBHALATI","Q2","base.state_za_lp"
911321066,911321066,"PFUNEKANI","Q1","base.state_za_lp"
911321660,911321660,"JULIUS","Q1","base.state_za_lp"
911321806,911321806,"HANGALAKANI","Q2","base.state_za_lp"
911360016,911360016,"FUMANI","Q2","base.state_za_lp"
911360023,911360023,"NGHOMUNGHOMU","Q2","base.state_za_lp"
911360030,911360030,"SHIKATSA","Q2","base.state_za_lp"
911360047,911360047,"PHATIMA","Q2","base.state_za_lp"
911360054,911360054,"SHIGOMBE","Q2","base.state_za_lp"
911360061,911360061,"NYAVANI","Q2","base.state_za_lp"
911360078,911360078,"NXANGUYINTSHWA","Q2","base.state_za_lp"
911360085,911360085,"SHILUME","Q1","base.state_za_lp"
911360092,911360092,"TINYIKO","Q2","base.state_za_lp"
911360108,911360108,"TIVONELENI","Q2","base.state_za_lp"
911360115,911360115,"TSHIKIWANI","Q1","base.state_za_lp"
911360122,911360122,"MASHOBYE","Q2","base.state_za_lp"
911360139,911360139,"MERWE","Q2","base.state_za_lp"
911360146,911360146,"NKANDZIYI","Q2","base.state_za_lp"
911360153,911360153,"GOVHU","Q2","base.state_za_lp"
911360177,911360177,"HISEKELANI","Q2","base.state_za_lp"
911360184,911360184,"MAKHASA","Q1","base.state_za_lp"
911360191,911360191,"MAGONA","Q2","base.state_za_lp"
911360207,911360207,"KHODOBI","Q2","base.state_za_lp"
911360238,911360238,"TSHIKONELO","Q2","base.state_za_lp"
911360252,911360252,"MATIYANI","Q2","base.state_za_lp"
911360269,911360269,"MAYEKE","Q2","base.state_za_lp"
911360276,911360276,"MHINGA","Q2","base.state_za_lp"
911360283,911360283,"MPHAKATI","Q2","base.state_za_lp"
911360290,911360290,"NKHAVI","Q2","base.state_za_lp"
911360306,911360306,"TLHELANI","Q2","base.state_za_lp"
911360313,911360313,"RHANGANI","Q2","base.state_za_lp"
911360320,911360320,"XIMIXONI","Q1","base.state_za_lp"
911360337,911360337,"SHILUNGWA","Q2","base.state_za_lp"
911360344,911360344,"SUNDUZA","Q2","base.state_za_lp"
911360351,911360351,"BOTSOLENI","Q2","base.state_za_lp"
911360368,911360368,"BOXAHUKU","Q1","base.state_za_lp"
911360375,911360375,"GONANI","Q2","base.state_za_lp"
911360399,911360399,"JOAS PHAHLELA","Q1","base.state_za_lp"
911360405,911360405,"MADZIKUSE","Q2","base.state_za_lp"
911360412,911360412,"MAGOMANI","Q2","base.state_za_lp"
911360429,911360429,"MAHLOHLWANI","Q1","base.state_za_lp"
911360436,911360436,"MAKAHLULE","Q2","base.state_za_lp"
911360443,911360443,"MAKULEKE","Q1","base.state_za_lp"
911360450,911360450,"MALEDZA","Q2","base.state_za_lp"
911360474,911360474,"MAPHOPHE","Q1","base.state_za_lp"
911360481,911360481,"MASHAKADZI","Q2","base.state_za_lp"
911360566,911360566,"GUWELA","Q1","base.state_za_lp"
911360573,911360573,"HASANI LAWRENCE","Q1","base.state_za_lp"
911360580,911360580,"HLAWULEKANI","Q1","base.state_za_lp"
911360597,911360597,"MACHELE","Q2","base.state_za_lp"
911360603,911360603,"MAHLEFUNYE","Q2","base.state_za_lp"
911360658,911360658,"MAVUYISI","Q3","base.state_za_lp"
911360665,911360665,"RISANA","Q2","base.state_za_lp"
911360672,911360672,"MHEHO","Q2","base.state_za_lp"
911360689,911360689,"MUDABULA","Q2","base.state_za_lp"
911360696,911360696,"MUKHOMI","Q1","base.state_za_lp"
911360702,911360702,"MULAMULA","Q2","base.state_za_lp"
911360726,911360726,"MUSWANE","Q2","base.state_za_lp"
911360740,911360740,"NHOMBELANI","Q2","base.state_za_lp"
911360757,911360757,"PHAPHAZELA","Q1","base.state_za_lp"
911360764,911360764,"TLANGELANI","Q2","base.state_za_lp"
911360771,911360771,"TWANANANI","Q2","base.state_za_lp"
911360788,911360788,"TSHAMANI","Q2","base.state_za_lp"
911360795,911360795,"TSHAMISEKA","Q2","base.state_za_lp"
911360801,911360801,"CHANYELA","Q2","base.state_za_lp"
911360818,911360818,"SHINGWEDZI","Q3","base.state_za_lp"
911360825,911360825,"SHIRILELE","Q2","base.state_za_lp"
911360832,911360832,"E.P.P. MHINGA","Q3","base.state_za_lp"
911360849,911360849,"P.P. HLUNGWANI","Q1","base.state_za_lp"
911360856,911360856,"MALAMULELE","Q2","base.state_za_lp"
911360863,911360863,"NKATINI","Q2","base.state_za_lp"
911360870,911360870,"GEORGE SONTO","Q2","base.state_za_lp"
911360887,911360887,"BASOPA","Q1","base.state_za_lp"
911360894,911360894,"JIM CHAVANI","Q2","base.state_za_lp"
911360900,911360900,"MADADZHE","Q2","base.state_za_lp"
911360917,911360917,"NWANATI","Q1","base.state_za_lp"
911360924,911360924,"RIPAMBETA","Q2","base.state_za_lp"
911360931,911360931,"SHIKUNDU","Q2","base.state_za_lp"
911360948,911360948,"ADOLF MHINGA","Q1","base.state_za_lp"
911361194,911361194,"VONGANI","Q1","base.state_za_lp"
911361200,911361200,"MPHAMBO","Q2","base.state_za_lp"
911361224,911361224,"KHATISA","Q1","base.state_za_lp"
911361231,911361231,"JIM YINGWANI","Q2","base.state_za_lp"
911361248,911361248,"RIPINDZI","Q2","base.state_za_lp"
911361255,911361255,"NGHEZIMANI","Q2","base.state_za_lp"
911361262,911361262,"GIDJANA","Q2","base.state_za_lp"
911361279,911361279,"SHIGALO","Q2","base.state_za_lp"
911361286,911361286,"XIHLOVO","Q2","base.state_za_lp"
911361293,911361293,"TSUNDZUKANI","Q1","base.state_za_lp"
911361309,911361309,"TIYISELANI","Q2","base.state_za_lp"
911361316,911361316,"TITIRHELENI","Q2","base.state_za_lp"
911361323,911361323,"LANGUTANI","Q3","base.state_za_lp"
911361330,911361330,"SHIMAMBANI","Q2","base.state_za_lp"
911361347,911361347,"SHIBANGWA","Q2","base.state_za_lp"
911361361,911361361,"MDANISI","Q1","base.state_za_lp"
911361378,911361378,"MAPAPILA","Q1","base.state_za_lp"
911361385,911361385,"DLAMANI","Q2","base.state_za_lp"
911361392,911361392,"GOVHU","Q2","base.state_za_lp"
911361408,911361408,"SHITLHANGOMA","Q2","base.state_za_lp"
911361415,911361415,"MTITITI","Q2","base.state_za_lp"
911361422,911361422,"MATIMBA","Q2","base.state_za_lp"
911361439,911361439,"MADONSI","Q1","base.state_za_lp"
911361446,911361446,"NTLHAVENI","Q2","base.state_za_lp"
911361453,911361453,"PHOTANI","Q2","base.state_za_lp"
911361460,911361460,"RHABELA","Q2","base.state_za_lp"
911361477,911361477,"SHIGAMANI","Q2","base.state_za_lp"
911361484,911361484,"FRANCE SOMBHANI","Q2","base.state_za_lp"
911361491,911361491,"GEORGE HASANI","Q2","base.state_za_lp"
911361507,911361507,"KHANANI","Q2","base.state_za_lp"
911361514,911361514,"KHUPUKANI","Q1","base.state_za_lp"
911361538,911361538,"MAGANGENI","Q2","base.state_za_lp"
911361545,911361545,"MAGODA","Q2","base.state_za_lp"
911361552,911361552,"MAHONISI","Q2","base.state_za_lp"
911361569,911361569,"MAKHAPULE","Q1","base.state_za_lp"
911361576,911361576,"MAKUMEKE L H","Q2","base.state_za_lp"
911361583,911361583,"MANAVELE","Q2","base.state_za_lp"
911361644,911361644,"HLALUKO","Q2","base.state_za_lp"
911361651,911361651,"MAHUNTSI","Q2","base.state_za_lp"
911361750,911361750,"MAVAMBE","Q2","base.state_za_lp"
911361767,911361767,"MBHANYELE","Q2","base.state_za_lp"
911361774,911361774,"HUMULA","Q1","base.state_za_lp"
911361781,911361781,"HLALUKWENI","Q2","base.state_za_lp"
911361798,911361798,"MBHEDLHE-MABASA","Q2","base.state_za_lp"
911361828,911361828,"NGULA","Q2","base.state_za_lp"
911361842,911361842,"TIVANANI","Q2","base.state_za_lp"
911361862,911361862,"THAMBISA","Q2","base.state_za_lp"
911361895,911361895,"JOHANNES RAMAVHOYA","Q2","base.state_za_lp"
911410591,911410591,"MATSAMBU","Q1","base.state_za_lp"
911410850,911410850,"NKURI","Q1","base.state_za_lp"
911411105,911411105,"TIRHANI","Q1","base.state_za_lp"
911411228,911411228,"ZAMANI  -1","Q1","base.state_za_lp"
912111542,912111542,"LEMANA","Q3","base.state_za_lp"
912331056,912331056,"MASUNGULO-1","Q2","base.state_za_lp"
912331070,912331070,"SHIRLEY","Q3","base.state_za_lp"
912331100,912331100,"ELIM","Q3","base.state_za_lp"
912331117,912331117,"SHIHLOBYENI","Q2","base.state_za_lp"
912331377,912331377,"ELIM","Q3","base.state_za_lp"
912332530,912332530,"H.S. PHILLIPS MEMORIAL","Q3","base.state_za_lp"
912361606,912361606,"SETSEKANA","Q1","base.state_za_lp"
912510061,912510061,"HANYANI NKUZANA","Q3","base.state_za_lp"
912520016,912520016,"AKANI","Q3","base.state_za_lp"
912520030,912520030,"DUVULA MAHUNTSI","Q2","base.state_za_lp"
912520078,912520078,"HLUVUKA","Q3","base.state_za_lp"
912520115,912520115,"KHOMANANI","Q2","base.state_za_lp"
912520153,912520153,"FRANK MAHATLANI","Q2","base.state_za_lp"
912520160,912520160,"MAHLORI","Q2","base.state_za_lp"
912520184,912520184,"MARHOLENI","Q2","base.state_za_lp"
912520191,912520191,"MARHORHWANI-MALALI","Q3","base.state_za_lp"
912520207,912520207,"MARIMANE","Q2","base.state_za_lp"
912520238,912520238,"MSENGI","Q2","base.state_za_lp"
912520241,912520241,"MASIZA","Q3","base.state_za_lp"
912520252,912520252,"NWAMAVIMBI","Q1","base.state_za_lp"
912520269,912520269,"NWAMALOBYE","Q3","base.state_za_lp"
912520306,912520306,"RUSSEL BUNGENI","Q2","base.state_za_lp"
912520313,912520313,"SHINGUWA","Q2","base.state_za_lp"
912520351,912520351,"YINGWANI-RIBUNGWANI","Q2","base.state_za_lp"
912520375,912520375,"BUNGENI","Q3","base.state_za_lp"
912520382,912520382,"CALEDON","Q1","base.state_za_lp"
912520399,912520399,"CHAVANI","Q2","base.state_za_lp"
912520412,912520412,"DUMANI","Q2","base.state_za_lp"
912520429,912520429,"GIJA","Q3","base.state_za_lp"
912520436,912520436,"GOZA","Q3","base.state_za_lp"
912520443,912520443,"HAAKA","Q1","base.state_za_lp"
912520467,912520467,"JOE MABEDLHE","Q1","base.state_za_lp"
912520474,912520474,"KHAMANYANI","Q3","base.state_za_lp"
912520504,912520504,"KULANI","Q3","base.state_za_lp"
912520542,912520542,"MADOBI","Q1","base.state_za_lp"
912520566,912520566,"MAHATLANE","Q2","base.state_za_lp"
912520573,912520573,"MAHOCHOMBA","Q2","base.state_za_lp"
912520580,912520580,"MAHUNTSI","Q2","base.state_za_lp"
912520597,912520597,"MAJOSI","Q2","base.state_za_lp"
912520610,912520610,"MAPHANYI","Q3","base.state_za_lp"
912520658,912520658,"MASUNGI","Q2","base.state_za_lp"
912520689,912520689,"MBOKOTA","Q2","base.state_za_lp"
912520696,912520696,"MHLURI","Q2","base.state_za_lp"
912520710,912520710,"ROTTERDAM","Q2","base.state_za_lp"
912520719,912520719,"MUHUNGUTI","Q2","base.state_za_lp"
912520740,912520740,"MUTSETWENI","Q2","base.state_za_lp"
912520771,912520771,"NDLHAVHEYA","Q2","base.state_za_lp"
912520788,912520788,"NJAKANJAKA","Q3","base.state_za_lp"
912520795,912520795,"NJHINGHA","Q3","base.state_za_lp"
912520801,912520801,"NKANYANI","Q3","base.state_za_lp"
912520818,912520818,"NKUZANA","Q2","base.state_za_lp"
912520832,912520832,"NTSHUXI","Q2","base.state_za_lp"
912520841,912520841,"KHAPAKHAPA","Q2","base.state_za_lp"
912520849,912520849,"NWA MHANDZI","Q2","base.state_za_lp"
912520856,912520856,"NWAXINYAMANI","Q3","base.state_za_lp"
912520863,912520863,"NYELETI","Q3","base.state_za_lp"
912520870,912520870,"PEMBELANI","Q1","base.state_za_lp"
912520887,912520887,"PEMBUNUKA","Q2","base.state_za_lp"
912520900,912520900,"PFUMELANI","Q2","base.state_za_lp"
912520962,912520962,"RIVONINGO","Q2","base.state_za_lp"
912520986,912520986,"SITHUMANI","Q2","base.state_za_lp"
912520993,912520993,"SKHOSANA","Q2","base.state_za_lp"
912521033,912521033,"VULANI","Q2","base.state_za_lp"
912521040,912521040,"VUNGELA","Q2","base.state_za_lp"
912521064,912521064,"XILUMANI","Q2","base.state_za_lp"
912521071,912521071,"XIMUWINI","Q1","base.state_za_lp"
912521088,912521088,"SHITACHI","Q2","base.state_za_lp"
912521224,912521224,"MALOVHANA","Q2","base.state_za_lp"
912521491,912521491,"BEREA","Q2","base.state_za_lp"
912521521,912521521,"NOBLEHOEK","Q1","base.state_za_lp"
912521532,912521532,"JAJI","Q2","base.state_za_lp"
912521543,912521543,"GIDELA","Q1","base.state_za_lp"
912521565,912521565,"TIYANI","Q2","base.state_za_lp"
912521576,912521576,"MUSANDIWA","Q2","base.state_za_lp"
912531587,912531587,"MOLOMAHLAPI","Q1","base.state_za_lp"
913420093,913420093,"GAZA","Q3","base.state_za_lp"
913420130,913420130,"KGOPSANE","Q3","base.state_za_lp"
913420192,913420192,"LEBEKO","Q3","base.state_za_lp"
913420208,913420208,"LEPATO M.","Q3","base.state_za_lp"
913420239,913420239,"MABINE","Q3","base.state_za_lp"
913420253,913420253,"MADJADJI","Q3","base.state_za_lp"
913420277,913420277,"MAKHUSHANE","Q3","base.state_za_lp"
913420291,913420291,"MAKIKELA","Q3","base.state_za_lp"
913420307,913420307,"MAPHOKWANE","Q3","base.state_za_lp"
913420338,913420338,"MASEKE","Q3","base.state_za_lp"
913420345,913420345,"MASHISHIMALE","Q3","base.state_za_lp"
913420352,913420352,"MATOME-MALATJI","Q3","base.state_za_lp"
913420383,913420383,"MHALAMHALA","Q3","base.state_za_lp"
913420413,913420413,"MODUME","Q3","base.state_za_lp"
913420444,913420444,"NAMAKGALE","Q3","base.state_za_lp"
913420543,913420543,"PHALABORWA","Q3","base.state_za_lp"
913420604,913420604,"REFILOE","Q3","base.state_za_lp"
913420611,913420611,"RELEBOGILE","Q3","base.state_za_lp"
913420635,913420635,"RETHABILE","Q3","base.state_za_lp"
913420642,913420642,"RETHUSITSWE","Q3","base.state_za_lp"
913420673,913420673,"SEBALAMAKGOLO","Q3","base.state_za_lp"
913420680,913420680,"SELWANA","Q3","base.state_za_lp"
913420710,913420710,"FOSKOR","Q3","base.state_za_lp"
913420741,913420741,"VUXENI","Q3","base.state_za_lp"
913420994,913420994,"LESEDING","Q3","base.state_za_lp"
913421003,913421003,"MASHAVELA","Q3","base.state_za_lp"
914610157,914610157,"GIVA-MAHLATHI","Q1","base.state_za_lp"
915320193,915320193,"TSHIDUMBI","Q3","base.state_za_lp"
915340586,915340586,"BOSHATOLO","Q1","base.state_za_lp"
915510569,915510569,"MMATJATJI","Q1","base.state_za_lp"
915510583,915510583,"MATOME MODIKA","Q3","base.state_za_lp"
915530013,915530013,"B. MKHABELE","Q2","base.state_za_lp"
915530020,915530020,"BANKUNA","Q3","base.state_za_lp"
915530051,915530051,"CATA","Q2","base.state_za_lp"
915530068,915530068,"CHARLES MATHONSI","Q3","base.state_za_lp"
915530075,915530075,"D.Z.J. MTEBULE","Q3","base.state_za_lp"
915530082,915530082,"GWAMBENI","Q1","base.state_za_lp"
915530105,915530105,"HUDSON NTSANWISI","Q3","base.state_za_lp"
915530129,915530129,"LEFARA","Q2","base.state_za_lp"
915530136,915530136,"LWANDLAMUNI","Q3","base.state_za_lp"
915530143,915530143,"MAGOZA","Q3","base.state_za_lp"
915530150,915530150,"MAHWAHWA","Q3","base.state_za_lp"
915530167,915530167,"MAKHANYA","Q1","base.state_za_lp"
915530174,915530174,"MOLABOSANE","Q2","base.state_za_lp"
915530181,915530181,"MAPHETO","Q1","base.state_za_lp"
915530198,915530198,"MBHEKWANA","Q1","base.state_za_lp"
915530235,915530235,"MUGWAZENI","Q3","base.state_za_lp"
915530242,915530242,"MARK SHOPE","Q3","base.state_za_lp"
915530259,915530259,"PETANENGE","Q3","base.state_za_lp"
915530266,915530266,"PHANGASASA","Q2","base.state_za_lp"
915530273,915530273,"PROFESSOR MUHLAVA SHILUVANA","Q2","base.state_za_lp"
915530297,915530297,"SCOTCH MABOKO","Q2","base.state_za_lp"
915530303,915530303,"SEDAN","Q2","base.state_za_lp"
915530310,915530310,"SEVENGWANA","Q1","base.state_za_lp"
915530334,915530334,"TIAKENI","Q1","base.state_za_lp"
915530341,915530341,"VASASELE","Q1","base.state_za_lp"
915530358,915530358,"XIBUKULANA","Q1","base.state_za_lp"
915530372,915530372,"ZIVUKO","Q3","base.state_za_lp"
915530396,915530396,"BANANA","Q3","base.state_za_lp"
915530402,915530402,"BOMBELENI","Q3","base.state_za_lp"
915530426,915530426,"DAN","Q3","base.state_za_lp"
915530457,915530457,"DUDUDU","Q3","base.state_za_lp"
915530471,915530471,"FAVASI","Q1","base.state_za_lp"
915530488,915530488,"FOFOZA","Q1","base.state_za_lp"
915530495,915530495,"GAVAZA","Q2","base.state_za_lp"
915530518,915530518,"TITO MBOWENI","Q3","base.state_za_lp"
915530532,915530532,"JACK MASHAMBA","Q2","base.state_za_lp"
915530655,915530655,"MAFARANA","Q2","base.state_za_lp"
915530662,915530662,"MAHLABEZULU","Q1","base.state_za_lp"
915530686,915530686,"MAKHANANA","Q1","base.state_za_lp"
915530693,915530693,"MALUBANA","Q3","base.state_za_lp"
915530709,915530709,"MALWANDLA","Q3","base.state_za_lp"
915530723,915530723,"MANYUNYU","Q3","base.state_za_lp"
915530730,915530730,"MARITO","Q3","base.state_za_lp"
915530747,915530747,"MARIVENI","Q3","base.state_za_lp"
915530761,915530761,"MAVELE","Q1","base.state_za_lp"
915530778,915530778,"MAVABAZA","Q1","base.state_za_lp"
915530785,915530785,"MAVUMBHA","Q3","base.state_za_lp"
915530792,915530792,"MBANGWA","Q2","base.state_za_lp"
915530815,915530815,"MHANGWENI","Q2","base.state_za_lp"
915530839,915530839,"MLUNGHISI","Q2","base.state_za_lp"
915530860,915530860,"MPENYISI","Q1","base.state_za_lp"
915530891,915530891,"MUSHOTI","Q2","base.state_za_lp"
915530921,915530921,"NHLENGELETI","Q3","base.state_za_lp"
915530938,915530938,"NKAMBAKO","Q3","base.state_za_lp"
915530952,915530952,"NWAJAHENI","Q3","base.state_za_lp"
915530969,915530969,"NWAXINDZHELE","Q3","base.state_za_lp"
915530976,915530976,"NYANTSHIRI","Q2","base.state_za_lp"
915530983,915530983,"NYAVANA","Q1","base.state_za_lp"
915531030,915531030,"RITA","Q2","base.state_za_lp"
915531047,915531047,"RITAVI","Q3","base.state_za_lp"
915531078,915531078,"RUNNYMEDE","Q1","base.state_za_lp"
915531146,915531146,"TOTWANA","Q2","base.state_za_lp"
915531153,915531153,"TSAKANI","Q1","base.state_za_lp"
915531184,915531184,"VHULAKANJHANI","Q3","base.state_za_lp"
915531191,915531191,"XIHOKO","Q1","base.state_za_lp"
915531306,915531306,"AKANANI","Q3","base.state_za_lp"
915531337,915531337,"MBETANA","Q2","base.state_za_lp"
915531344,915531344,"KHOPO","Q2","base.state_za_lp"
915531368,915531368,"MERIDIAN","N/A","base.state_za_lp"
915531382,915531382,"NWAMUNGOLOLO","Q1","base.state_za_lp"
915531436,915531436,"NKOWANKOWA","Q3","base.state_za_lp"
915531451,915531451,"SEBONE","Q3","base.state_za_lp"
915531485,915531485,"STANFORD LAKE COLLEGE","N/A","base.state_za_lp"
915540041,915540041,"DUMELA","Q1","base.state_za_lp"
915540089,915540089,"LEBITSO","Q3","base.state_za_lp"
915540218,915540218,"MATIMU","Q2","base.state_za_lp"
915540225,915540225,"MATLHARI","Q2","base.state_za_lp"
915540270,915540270,"MPUMULANA","Q2","base.state_za_lp"
915540287,915540287,"MYAKAYAKA","Q3","base.state_za_lp"
915540348,915540348,"PHEREHLA-MAAKE","Q3","base.state_za_lp"
915540362,915540362,"PHYUPHYANI","Q3","base.state_za_lp"
915540492,915540492,"BORDEAUX","Q3","base.state_za_lp"
915540553,915540553,"HOVHENI","Q3","base.state_za_lp"
915540560,915540560,"JOSEPH MAENETJA","Q2","base.state_za_lp"
915540591,915540591,"KHUJWANA","Q2","base.state_za_lp"
915540775,915540775,"MARGRET SHILUVANE","Q2","base.state_za_lp"
915541044,915541044,"MOLATI","Q3","base.state_za_lp"
915541082,915541082,"NTWANANO","Q3","base.state_za_lp"
915541105,915541105,"PHEPENE","Q3","base.state_za_lp"
915541112,915541112,"PONANI","Q2","base.state_za_lp"
915541167,915541167,"RHULANI","Q1","base.state_za_lp"
915541273,915541273,"TIMANGENI","Q3","base.state_za_lp"
915541280,915541280,"TINGHITSI","Q2","base.state_za_lp"
915541297,915541297,"TINGWAZI","Q3","base.state_za_lp"
915541457,915541457,"SHIKHATI","Q2","base.state_za_lp"
915541495,915541495,"MOHLABA","Q2","base.state_za_lp"
915541549,915541549,"MAAKE","Q3","base.state_za_lp"
915541570,915541570,"MAGEZA","Q3","base.state_za_lp"
915541587,915541587,"BURGHERSDORP","Q3","base.state_za_lp"
916321431,916321431,"FRANK MUKHASWAKULE","Q2","base.state_za_lp"
916321868,916321868,"NWARIDI","Q2","base.state_za_lp"
916410010,916410010,"ANDERSON","Q1","base.state_za_lp"
916410027,916410027,"BABANGU","Q1","base.state_za_lp"
916410034,916410034,"BALENI","Q1","base.state_za_lp"
916410041,916410041,"BENSON SHIVITI","Q3","base.state_za_lp"
916410058,916410058,"BVUMA","Q1","base.state_za_lp"
916410072,916410072,"CHAMETI","Q1","base.state_za_lp"
916410089,916410089,"DINGAMANZI","Q3","base.state_za_lp"
916410096,916410096,"DUMAZI","Q1","base.state_za_lp"
916410102,916410102,"EDWARD HOMU","Q2","base.state_za_lp"
916410119,916410119,"FAMANDHA","Q1","base.state_za_lp"
916410126,916410126,"FUYATHA","Q1","base.state_za_lp"
916410133,916410133,"GAWULA","Q1","base.state_za_lp"
916410140,916410140,"GIJA NGOVE","Q2","base.state_za_lp"
916410164,916410164,"GIYANI","Q3","base.state_za_lp"
916410188,916410188,"HANYANI THOMO","Q3","base.state_za_lp"
916410218,916410218,"HATLANI MUYEXE","Q1","base.state_za_lp"
916410225,916410225,"HATSHAMA","Q3","base.state_za_lp"
916410249,916410249,"HIPAMBUKILE","Q2","base.state_za_lp"
916410256,916410256,"HLAKHETO","Q1","base.state_za_lp"
916410263,916410263,"HLANEKI","Q1","base.state_za_lp"
916410270,916410270,"HLAYISINANI","Q2","base.state_za_lp"
916410287,916410287,"FAZA","Q1","base.state_za_lp"
916410294,916410294,"HLOVANI","Q2","base.state_za_lp"
916410300,916410300,"HOLA-PONDO","Q3","base.state_za_lp"
916410317,916410317,"HONOKA","Q1","base.state_za_lp"
916410324,916410324,"JIM RHANGANI","Q1","base.state_za_lp"
916410331,916410331,"KAYANENE","Q1","base.state_za_lp"
916410348,916410348,"KHAKHALA","Q1","base.state_za_lp"
916410379,916410379,"KHETO NXUMAYO AGRICULTURAL","Q1","base.state_za_lp"
916410386,916410386,"KHEYI","Q1","base.state_za_lp"
916410393,916410393,"KHOMANI MBHALATI","Q1","base.state_za_lp"
916410409,916410409,"KHOMISANI","Q3","base.state_za_lp"
916410416,916410416,"KHUNGULU","Q2","base.state_za_lp"
916410423,916410423,"KHWEZU","Q2","base.state_za_lp"
916410430,916410430,"KUTSAKENI","Q1","base.state_za_lp"
916410447,916410447,"LAERSKOOL KREMETART","Q4","base.state_za_lp"
916410454,916410454,"LANGUTELANI","Q1","base.state_za_lp"
916410461,916410461,"LELENI","Q1","base.state_za_lp"
916410478,916410478,"MACEMA","Q1","base.state_za_lp"
916410485,916410485,"MADZIVI","Q2","base.state_za_lp"
